"LZCODE","p","b","n","rsq","maxspi","minspi","meanspi"
"ML10",0.00972056795583575,-11.4697596830361,1978,0.0816955201359303,1.8946111526579,-1.55996565242023,0.00962703154343197
"ML11",0.145174510178445,-4.54147920048448,4021,0.0910151308802723,1.61645654339426,-1.7047991090113,0.252815723760458
"ML12",0.352224743086979,9.1737447024996,627,0.106637548950049,2.02798813300831,-0.825642347403309,0.791927027444328
"ML13",0.0385601490437812,-12.6429454695632,1218,0.153590106179153,1.83892338020496,-1.25627601016559,0.197369624795794
"ML14",0.771042387720323,-11.571186179387,256,0.144527784960271,1.37617086502713,-0.689886752806488,0.143121496847934
"ML15",0.038958876288627,-30.0613280632517,533,0.0603049916682682,1.26603037849929,-1.03537511605532,0.228275810984357
"ML16",0.542783869220358,-5.25730357071343,827,0.10126990134307,1.32957847169619,-1.89712007303804,0.538673648688489
"MW02",0.332415807248524,16.6567180065008,329,0.106039648627679,1.31369975647759,-1.6993985235931,-0.228088421892476
"MW03",0.142031946766892,-5.17643858667711,3691,0.0955506329478438,1.07884468926637,-1.98803242307992,-0.398999419379848
"MW04",0.0618194090740698,13.1163866033718,1929,0.0906501866005081,1.17871955832612,-1.51664261314452,-0.0404210900095381
"MW05",0.819833007164385,1.60507229418291,976,0.148410067679683,1.54605835723184,-1.8708538951546,0.0569312820527665
"MW06",0.0423241037420817,22.0202555771677,864,0.105834391834598,1.17067701572566,-1.25463716277555,-0.1756389699765
"MW08",0.824412577573899,-2.61359749793059,367,0.111044782861911,0.710907678228447,-2.01815804401244,-0.659218992119676
"MW09",0.396976749313317,11.4688967293081,447,0.0816249367876618,0.773161634635924,-1.35316880357333,-0.358077357548936
"MW10",0.923412456689139,1.99254093784586,435,0.129026004828373,1.63667293538954,-1.77241918439761,-0.753237650543094
"MW11",0.0222650221871926,17.8047010070766,590,0.139533855591626,0.997652026658671,-1.88628320765528,-0.613457510074148
"MW12",0.0140956727935739,113.326215854875,206,0.15694641114141,0.043924277228712,-1.11820441581681,-0.437176059760084
"MW13",0.170422994626936,-13.8004277607533,1217,0.110525238142948,0.536455775288238,-1.31301509090143,-0.424099035952729
"MW14",0.130506286029529,12.7696735060999,1663,0.147300033868158,1.44924680211404,-1.34605003805868,0.0524722729696243
"MW15",0.992684343796477,-0.164524395494031,473,0.151058484943092,0.341176384768116,-1.3121986889666,-0.455265391549091
"MW16",0.0610858238894053,24.3351242984843,799,0.117534344350175,1.7529452423743,-1.35764123007038,0.393799442918082
"MW17",0.340104296080394,11.9834337438524,257,0.132033496717617,0.564473328265551,-1.73871216489493,-0.772523407715152
"MW18",0.186950157273814,19.7054208905915,611,0.119230727708698,1.08165048272872,-0.948536194953198,-0.350676274880431
"MW20",0.234595781652272,-11.5705009751775,258,0.15159390804993,1.34836302681631,-1.6726080761145,-0.0157721824385079
"MZ01",0.824917145177714,-7.06051918008401,256,0.0475308770918654,1.48099301614217,-0.883968670411224,-0.161540346014031
"MZ04",0.0329019246763705,24.8447932684254,323,0.125009438504511,0.665311703052921,-1.85874538635402,-0.490746214076733
"MZ05",0.00221984684991465,-24.5346733473724,1070,0.0588479679212406,0.0337799568552489,-2.52022763243874,-0.961181985970288
"MZ07",0.143866986094621,15.7876291041333,223,0.110767795146449,0.926955881439445,-2.62287833986422,-1.43535077108741
"MZ08",0.071010544101233,16.3195795951253,362,0.104137514319338,0.829504995315274,-2.36512407987831,-0.796215382437617
"MZ11",0.367808599864237,-58.1433686927759,223,0.0887821307797537,0.70654486741548,-0.562508743795931,-0.163638235727024
"MZ12",0.0106748759790574,-198.318448514322,315,0.13891304855744,-0.28914594016301,-0.720340000113358,-0.502405668363892
"MZ13",0.0947142094521898,-24.6033963304001,429,0.0971764585319872,1.75348945349736,0.0561524681021325,0.912524850112295
"MZ15",0.142498701514031,39.5080281334017,252,0.0954410269475881,0.839492638389868,-0.708209102707418,0.129796132489664
"MZ16",0.3430637744376,37.3367174289027,364,0.0939275629037828,0.397875282009127,-0.460908758786516,-0.0851519165914709
"MZ17",0.731334930987515,-12.124848007675,492,0.0552779668962125,-0.0404608234514796,-0.733452681687956,-0.313297702796342
"MZ20",0.526864961255807,-53.6300887159736,237,0.0945310230316051,-0.0786992398948032,-0.531407901788961,-0.291507558139899
"MZ25",0.0796425974583711,27.3688095267477,467,0.0849280377390794,0.0335799189960408,-1.29236511206835,-0.453180660190018
"SL01",0.393206151460929,-25.5517449526747,275,0.106104437075961,1.02793703081423,-0.806403805979014,-0.125808583830256
"SL02",0.0146445804016818,115.119034019827,263,0.0942193889749535,1.17558261797012,-0.515047502982721,0.2093379339756
"SL03",0.0124247609504667,23.9636744577349,1124,0.0755289356691519,1.3647835546455,-2.50395352278791,0.0853224679783663
"SL04",0.850626897244472,-6.04489079490336,431,0.0283519248761416,1.60646232415105,-1.24665360538709,-0.198991782883466
"SL05",0.135225568333639,18.913069958843,965,0.0399266399304018,0.875780893055715,-1.90266075738699,-0.392811105564009
"SL06",0.017411563390168,-44.8455830571176,400,0.0786139979236091,1.15943979786054,-1.476225204152,-0.245903693609462
"SL07",6.65883036240581e-05,-99.1559144140431,382,0.122730584428392,0.430642426296477,-2.12618320104739,-0.468294456018597
"SL10",0.0111391628532391,84.4148585492528,297,0.0834581369411328,0.880246491212138,-1.2436371690652,-0.223271299619593
"SN01",0.000274103190848594,30.4211745907524,816,0.0515248662300917,2.14120964051183,-0.388004332923006,0.863052955676902
"SN02",0.543430198536778,-13.3001133797009,357,0.0343998706613157,2.39637937422612,-0.462977384866646,0.510138954539876
"SN03",0.397256544294544,13.742783056226,502,0.0251974759013859,2.18225132056231,-0.517147779222236,0.677945482025766
"SN04",0.937307293874293,0.892219016869559,635,0.0566651667734258,2.09762862335858,-0.709976187551668,0.442210853355848
"SN05",0.427506487615206,8.59429845914834,929,0.0359097500373222,2.07717814347818,-0.366468197825561,0.764305576942344
"SN06",0.650237141973735,7.21554135437937,460,0.0610882541192099,2.28381489088132,-0.679635395766649,0.602289523143917
"SN07",0.625864054986482,4.4731485714317,634,0.0613040785730622,2.30050730349009,-0.791004384647635,0.474736681593423
"SN08",0.0716873621249669,8.49532460704997,2516,0.0342136844105741,1.68354676277881,-0.715761374462581,0.682369236154587
"SN09",0.081899925103992,15.9782381689183,470,0.103122877446867,2.00551567286183,-1.10524659349328,0.189842160092295
"SN10",0.554486667542863,-1.61528732898823,3505,0.0444930611889856,1.92568021779838,-2.13523363604332,-0.079715775587161
"SN11",0.0632618747900618,-20.8929847485994,460,0.0498736474952508,1.83001094167126,-0.0358579282984305,0.738150419814401
"SN12",8.22699211641727e-05,-19.2190558728072,1181,0.0823243825082611,1.58095090467772,-1.32061244645561,0.228754204795219
"SN13",0.18300372837602,6.35845984768116,1240,0.0490919839658555,1.68270056980981,-2.46642818097155,-0.237488790696377
"SN14",0.143871280550105,15.7607348555576,425,0.0921295580190127,2.30776301357623,-0.555489205199418,0.263796044581264
"SN15",0.780724801400295,2.80027316671581,885,0.0788577333598468,2.31183971908621,0.104242790920021,1.20797308104803
"TD01",2.20161112954552e-20,45.5208176617978,2585,0.165452705955452,1.17004421797707,-2.10232658539236,-0.364728844496342
"TD02",0.00127756391897695,73.1232393216223,400,0.195590660568552,-0.089420103825023,-2.04135250918544,-0.788638682547848
"TD03",0.0918454640696208,37.9354011417637,211,0.132582897034782,0.0324301934727826,-2.18733495144599,-1.14124339507608
"TD04",0.016389675704389,-75.2256802425667,467,0.048374980160639,1.35218262606084,-0.307445975544378,0.504169734677757
"TD05",0.00012696978166728,23.1577101732366,2052,0.111030765228553,0.526122029506014,-2.5626410485853,-1.03929383182761
"TD06",0.0870311003712642,64.0609235361484,907,0.0668147278102247,0.648486833583891,-0.203713793111545,0.240628851948011
"TD07",0.354176646886433,17.9121504539688,554,0.135464536316117,0.518188981741803,-0.92547733023654,-0.436320830687612
"TD08",0.986382970560106,-1.02141112627636,214,0.155356313722296,-0.0423245014531379,-0.915272249682723,-0.528923526215345
"TD09",0.436147526729245,-11.3762018299114,408,0.0548751195916648,1.60147811820342,-1.36376056951856,0.42056011287107
"TZ11",0.119853695006249,18.1052700320471,274,0.190770017342401,1.81954693780791,-1.40576961692724,-0.0493622078589329
"TZ17",0.688322399036752,6.25543294545695,288,0.13278588497436,1.90162473866082,-0.827243061775079,0.0532912393636469
"TZ25",0.965357402362704,0.928891997084608,249,0.136721499970644,0.999380525791957,-1.36430132352835,-0.279933833256366
"TZ26",0.778376759487852,-3.54572190655191,264,0.0683505492991204,1.91900941981774,-0.208238660576547,0.779820766713508
"TZ28",0.750376579338083,-2.05516744745309,611,0.0868527886048958,1.9182049817905,-1.12045395179144,0.282454037462413
"TZ29",0.495872941978572,-4.39254671279217,1199,0.0526857516900126,1.89772454268749,-0.963406409130891,0.645079657453654
"TZ31",0.0515329695998188,-14.4927658345944,962,0.0566628423146134,1.58408132841847,-1.48711105005894,0.297474623793425
"TZ33",0.821618517393485,-2.33638358972064,347,0.16799383116139,2.05047344789793,-0.730352763535138,0.172849597062837
"TZ34",0.467853669552749,13.9560468427943,281,0.0523462268322735,1.47195091216308,-0.717747632077872,0.360677958735507
"TZ35",0.816730432659193,6.22061854298527,311,0.0914968476077386,0.78306633843467,-0.335276956258723,0.24886126890573
"TZ55",0.73790189861805,3.16279611710867,345,0.162927180754721,1.7775960648707,-1.14087398252168,0.249999924902058
"TZ57",0.140734374901645,38.1380202236879,226,0.0751713126925424,1.17106020407882,-0.0123654744786647,0.526921870420906
"TZ77",0.0129790019273416,63.056871573026,283,0.102320105350362,1.35438322930839,0.174664371952263,0.739508330211332
"TZ78",0.507474782588888,10.6703038854986,422,0.0903502767918909,0.905077662396672,-0.775739844515565,-0.116596994006616
"TZ99",0.00559217766586703,-13.5750860245844,2156,0.0665994674069343,2.40216322084528,-1.71620559050593,0.252745272486018
"UG05",0.788203724952674,-10.8272887985066,251,0.0761392460813138,1.67693221706014,-1.4432847458099,0.24723700587799
"UG07",0.945370808857238,-0.956346989224222,214,0.199099222823588,1.45937419327222,-1.71624083608716,-0.461655905257045
"UG15",0.000285773999330838,-38.3313403172172,231,0.283833176055001,2.130830649248,-2.16060063591223,-0.545214903782293
"UG16",0.220636121278195,-12.3053594275342,373,0.106906532586839,1.92930444321729,-1.81733807086402,-0.19008583185416
"UG19",1.47151345328582e-05,-114.770335676127,300,0.116099284668259,1.28897864970598,-0.863838408288719,-0.274939157826179
"UG21",0.51953652667954,8.07935851985603,571,0.0612612036655974,1.65162984875445,-1.33976211928281,-0.239670212807892
"UG23",0.871527557047262,-2.35488759197085,313,0.0657276498580589,1.56321429478757,-1.62152034880178,-0.547401375751256
"UG25",0.393670067819158,7.48558229486822,610,0.0951751523171961,1.11034779490087,-1.46669808809192,-0.0965459440517011
"UG26",0.627780921470204,2.5336717245083,916,0.121487949984887,1.9672118880136,-1.57248065602101,-0.165437790878188
"UG35",0.415931541616514,-10.5018493436009,372,0.122400628851113,2.56757538752875,-2.39444794451558,-0.761992207668505
"UG39",0.772328207690644,-3.02595939260507,764,0.0964577600825812,2.09767383151923,-1.43188616066533,-0.278775693579533
"ZM01",0.233614738937089,-19.3245428204045,548,0.0245707541909905,0.917949420029621,-1.03868965416599,0.264485265248263
"ZM02",0.446689581646049,-38.7163019144421,274,0.0774230114242332,1.22622097553602,-0.567306539530262,0.339671295194027
"ZM03",0.0208418871884436,-28.3061795962918,719,0.0486186370113224,1.49570741191433,-0.969769187156007,0.272196475198095
"ZM05",0.0642012366903263,-49.9835277412494,281,0.0908567864426987,1.50820871897431,-0.341677951458041,0.292978395105865
"ZM06",0.070625491283614,89.8001669190892,290,0.0783214842673736,1.23440625543143,-0.132051930301936,0.447615301687197
"ZM08",0.860983691393701,-1.83516980154957,1799,0.0356510203428764,1.44480327262092,-0.474774264556138,0.514312880537636
"ZM11",0.423268231267488,50.564639280492,211,0.0548954447523669,0.946240812382384,-0.33964613604357,0.222357129890018
"ZM12",0.280640808965768,-32.1282811626162,569,0.075863656113774,1.08174499446413,-0.278841108795482,0.346781577903437
"ZM13",0.891762901126095,7.23465146975171,229,0.0747954790504867,0.732144801430517,-0.120339543637809,0.357226016074734
"ZM16",0.190096480111558,-29.8301013896924,585,0.0677671547361232,1.81211100164594,-0.832145262185409,0.104385394798147
"ZM17",0.362900967044671,-8.50281592128955,932,0.0468419862541197,1.93680608319272,-1.456898499709,0.359747292885649
"ZM18",0.0296775795968622,64.6370447255546,258,0.102821393280683,1.84320812182185,-0.137336868115511,0.478818023139953
"ZM19",0.263576732971609,-6.76828015224484,1001,0.0839420343042294,1.85182367704062,-2.02419807635707,-0.189650243844348
"ZM20",0.911116800900387,0.569843169015903,1422,0.0826378065562795,2.32921435637495,-1.97048852218661,0.569504736443195
"ZM21",0.961892306526602,-0.453413383500866,908,0.113834170868651,2.32953834795652,-0.526714486345705,0.643169748878816
"ZW0",0.356682508129612,38.8827364358063,262,0.0424509390137579,0.415130149762437,-0.830049744854256,-0.0887933275308233
"ZW02",0.485019272759475,-9.6373275877853,587,0.0393609568269698,1.09196991646744,-0.863217758122745,0.162962146114236
"ZW04",0.101790572338171,15.6759156226886,768,0.0572100874285465,1.45774935605884,-0.920417591470346,0.222098309511526
"ZW05",0.109132442470192,21.3976280390154,392,0.0928286307357294,1.27827698985394,-0.890262120540617,0.19744156345649
"ZW06",0.723446526913507,-7.07264685241953,214,0.141762579498652,0.889880033225045,-0.598709334733763,0.155805880784179
"ZW09",0.443048873099684,11.3676732508139,475,0.0317921737349868,1.4776331440442,-0.58426305896077,0.227300094602494
"ZW10",0.34541523700128,12.554258800897,408,0.0456393093436609,1.58771123354289,-0.635683785062455,0.0882690808328654
"ZW11",0.752158186652449,-2.01376740620996,1342,0.0403054426512535,1.91794426784668,-1.03886209411124,0.282901693993631
"ZW12",0.24954038435707,8.8914186863541,1319,0.0545447991492597,1.80081939230486,-0.978780074168265,0.377812205194365
"ZW14",0.0696287525751679,-27.5776895906827,258,0.0577035447684582,1.3887776846021,-0.641634654092592,0.31411360684525
"ZW16",0.955239368052449,-0.799498092177573,430,0.0696840858767756,1.17237110601505,-0.679333500958748,0.255638457108874
"ZW17",0.419603587857698,7.36337800048387,1248,0.0564429837791956,1.27916527327778,-0.934723301211919,0.181006278602494
"ZW18",0.0114484818536122,-43.0547272915867,435,0.0707517928229953,1.41815503998503,-0.609498159781643,0.309370295109693
"ZW20",0.545839616531881,14.0679343514997,336,0.12192930370085,0.979708420436912,-0.401241878391772,0.278591496036413
"ZW21",0.146528900924763,-37.4593631412269,218,0.106082296756139,1.15885231238672,-0.45871871602488,0.216117420669303
"ZW22",0.406077983848187,9.61871789034482,283,0.0581877889936576,1.27980194738932,-1.05259963435855,0.341052662269754
"ZW23",0.594976042847576,-5.98324270466616,289,0.059910475948179,1.23273961453777,-1.06183994620866,0.116738973410515
"ZW24",0.648562678167113,-5.97953902677509,550,0.0329593456627388,1.31484452806084,-0.802193376725043,0.276356289278662
"ZW25",0.683172594480841,-7.30677299920338,400,0.0498788980176509,1.24084481602411,-0.51390098029704,0.297533224223177
"ZW26",0.033758373469243,-55.9166204035622,211,0.0871418766994466,0.895112634800665,-0.526230824467781,0.319314400169319
